old_fqn,new_fqn,reason
actor::tests::tick_loop_tests::tick_boundary_cross_emits_show_carrying_pattern,actor::bind_loop_tests::tick_loop_tests::tick_boundary_cross_emits_show_carrying_pattern,theme_split
actor::tests::tick_loop_tests::tick_with_no_shown_slot_is_complete_no_op,actor::bind_loop_tests::tick_loop_tests::tick_with_no_shown_slot_is_complete_no_op,theme_split
actor::tests::unclassifiable_input_is_logged_and_skipped_then_continues,actor::dispatch_tests::unclassifiable_input_is_logged_and_skipped_then_continues,theme_split
actor::tests::wait_broadcast_reception_is_benign_debug_no_warn_error,actor::dispatch_tests::wait_broadcast_reception_is_benign_debug_no_warn_error,theme_split
state::tests::apply_balloon_does_not_touch_shell_scopes,state::surface_tests::apply_balloon_does_not_touch_shell_scopes,theme_split
state::tests::apply_balloon_hide_on_unknown_scope_emits_once_then_holds,state::surface_tests::apply_balloon_hide_on_unknown_scope_emits_once_then_holds,theme_split
state::tests::apply_balloon_hide_transition_from_shown,state::surface_tests::apply_balloon_hide_transition_from_shown,theme_split
state::tests::apply_balloon_hide_when_already_hidden_is_unchanged,state::surface_tests::apply_balloon_hide_when_already_hidden_is_unchanged,theme_split
state::tests::apply_balloon_new_show_emits_showballoon_without_binds,state::surface_tests::apply_balloon_new_show_emits_showballoon_without_binds,theme_split
state::tests::apply_balloon_recovery_from_hidden_to_shown,state::surface_tests::apply_balloon_recovery_from_hidden_to_shown,theme_split
state::tests::apply_balloon_show_different_surface_is_changed,state::surface_tests::apply_balloon_show_different_surface_is_changed,theme_split
state::tests::apply_balloon_show_same_surface_twice_second_is_unchanged,state::surface_tests::apply_balloon_show_same_surface_twice_second_is_unchanged,theme_split
state::tests::apply_balloon_surface_switch_clears_stored_pattern,state::bind_pattern_tests::apply_balloon_surface_switch_clears_stored_pattern,theme_split
state::tests::apply_balloon_unresolved_is_noop,state::surface_tests::apply_balloon_unresolved_is_noop,theme_split
state::tests::apply_bind_accumulates_across_two_binds_when_shown,state::bind_pattern_tests::apply_bind_accumulates_across_two_binds_when_shown,theme_split
state::tests::apply_bind_does_not_touch_shell_or_balloon_state,state::bind_pattern_tests::apply_bind_does_not_touch_shell_or_balloon_state,theme_split
state::tests::apply_bind_exclusive_does_not_touch_shell_or_balloon_state,state::bind_pattern_tests::apply_bind_exclusive_does_not_touch_shell_or_balloon_state,theme_split
state::tests::apply_bind_exclusive_hidden_or_unknown_is_state_only,state::bind_pattern_tests::apply_bind_exclusive_hidden_or_unknown_is_state_only,theme_split
state::tests::apply_bind_exclusive_idempotent_second_is_unchanged,state::bind_pattern_tests::apply_bind_exclusive_idempotent_second_is_unchanged,theme_split
state::tests::apply_bind_exclusive_replaces_same_category_on_shown,state::bind_pattern_tests::apply_bind_exclusive_replaces_same_category_on_shown,theme_split
state::tests::apply_bind_exclusive_target_in_category_ids_stays_present,state::bind_pattern_tests::apply_bind_exclusive_target_in_category_ids_stays_present,theme_split
state::tests::apply_bind_hidden_set_change_is_state_only,state::bind_pattern_tests::apply_bind_hidden_set_change_is_state_only,theme_split
state::tests::apply_bind_idempotent_on_on_shown,state::bind_pattern_tests::apply_bind_idempotent_on_on_shown,theme_split
state::tests::apply_bind_reemit_carries_current_pattern,state::bind_pattern_tests::apply_bind_reemit_carries_current_pattern,theme_split
state::tests::apply_bind_same_set_is_unchanged,state::bind_pattern_tests::apply_bind_same_set_is_unchanged,theme_split
state::tests::apply_bind_shown_set_change_emits_changed_show,state::bind_pattern_tests::apply_bind_shown_set_change_emits_changed_show,theme_split
state::tests::apply_bind_unknown_scope_set_change_is_state_only,state::bind_pattern_tests::apply_bind_unknown_scope_set_change_is_state_only,theme_split
state::tests::apply_shell_does_not_touch_balloon,state::surface_tests::apply_shell_does_not_touch_balloon,theme_split
state::tests::apply_surface_switch_clears_stored_pattern,state::bind_pattern_tests::apply_surface_switch_clears_stored_pattern,theme_split
state::tests::binds_accessor_returns_static_set,state::surface_tests::binds_accessor_returns_static_set,theme_split
state::tests::commit_pattern_different_on_shown_balloon_emits_changed_showballoon,state::bind_pattern_tests::commit_pattern_different_on_shown_balloon_emits_changed_showballoon,theme_split
state::tests::commit_pattern_different_on_shown_shell_emits_changed_show,state::bind_pattern_tests::commit_pattern_different_on_shown_shell_emits_changed_show,theme_split
state::tests::commit_pattern_empty_on_shown_without_prior_is_unchanged,state::bind_pattern_tests::commit_pattern_empty_on_shown_without_prior_is_unchanged,theme_split
state::tests::commit_pattern_on_non_shown_slot_is_unchanged,state::bind_pattern_tests::commit_pattern_on_non_shown_slot_is_unchanged,theme_split
state::tests::commit_pattern_same_value_is_unchanged_no_write,state::bind_pattern_tests::commit_pattern_same_value_is_unchanged_no_write,theme_split
state::tests::commit_pattern_slots_are_independent,state::bind_pattern_tests::commit_pattern_slots_are_independent,theme_split
state::tests::current_binds_unbound_scope_returns_static_default,state::surface_tests::current_binds_unbound_scope_returns_static_default,theme_split
state::tests::current_pattern_absent_returns_empty,state::bind_pattern_tests::current_pattern_absent_returns_empty,theme_split
state::tests::hide_on_unknown_scope_emits_once_then_holds,state::surface_tests::hide_on_unknown_scope_emits_once_then_holds,theme_split
state::tests::hide_transition_from_shown,state::surface_tests::hide_transition_from_shown,theme_split
state::tests::hide_when_already_hidden_is_unchanged,state::surface_tests::hide_when_already_hidden_is_unchanged,theme_split
state::tests::recovery_from_hidden_to_shown,state::surface_tests::recovery_from_hidden_to_shown,theme_split
state::tests::scope_isolation_does_not_touch_other_scope,state::surface_tests::scope_isolation_does_not_touch_other_scope,theme_split
state::tests::show_carries_static_default_when_no_dynamic_bind_applied,state::surface_tests::show_carries_static_default_when_no_dynamic_bind_applied,theme_split
state::tests::show_command_carries_static_binds,state::surface_tests::show_command_carries_static_binds,theme_split
state::tests::show_different_surface_is_changed,state::surface_tests::show_different_surface_is_changed,theme_split
state::tests::show_same_surface_twice_second_is_unchanged,state::surface_tests::show_same_surface_twice_second_is_unchanged,theme_split
state::tests::shown_slots_enumerates_only_shown_shell_and_balloon,state::bind_pattern_tests::shown_slots_enumerates_only_shown_shell_and_balloon,theme_split
state::tests::unresolved_is_noop,state::surface_tests::unresolved_is_noop,theme_split
